userName,score,at,content
Adi Ya Adi,5,2025-04-21 02:29:45,Mempermudah disaat ada kebutuhan mendadak & cepat sampai.. Alfagift memang keren..
Dinda Ayuni Hapsari,5,2025-04-21 02:29:25,"aplikasi mudah, bisa cek promosi nya, pokoknya top👍🏼 sukses terus Alfamart"
Viska Rusnia,5,2025-04-21 02:28:53,"pengiriman cepat, barang yg di pesan selalu lengkap, suka belanja lewat alfagift banyak promonya, gratis ongkir juga"
Mjulfahmi chanel,5,2025-04-21 02:27:32,"Aplikasinya bagus, mudah untuk berbelanja kebutuhan sehari hari lewat online, kurirnya ramah ramah terimakasih alfamart / Alfagift :)"
Muhamad Ramdani,5,2025-04-21 02:25:46,"Aplikasi mantap, sangat memudahkan untuk belanja online. semua produk tersedia, dan diantar sampai ke depan rumah. Tks Alfagift"
ningrum mukti prasetya,5,2025-04-21 02:20:15,"Aplikasi nya sangat berguna , dan bisa ngecek harga serta barang barang yang kita butuhkan lebih mudah dn lebih dekat.. cocok untuk ibu ibu rumah tangga dan semua kalangan.."
Hariswan Oppo,5,2025-04-21 02:19:12,"1,pengiriman cepat,2.banyak promo,3.happy bangat belanja di alfagift banyak promonya,3.belanja gratis ongkir pastinya"
Asep Firdaus,5,2025-04-21 02:13:43,pengiriman cepat dan sangat membantu ketika keluarga di rumah sedang butuh keperluan dapur dan perlengkapan si bayi.
Selvia Ardianti26,5,2025-04-21 02:13:05,"Selain produk lengkap,belanja jdi mudah dan happy banget belanja di alfagift karena banyak promonya🤗"
Sahabat Chennel IX,5,2025-04-21 02:11:46,"Aplikasinya sangat membantu, mudah digunakan, dan fiturnya lengkap. Sangat direkomendasikan!"
Ebah,5,2025-04-21 02:03:06,"buat saya alfagift sangat membantu , bisa belanja tanpa harus keluar rumah .. bebas pilih item promo diantar cepat dan tanpa ongkir . Luar Biasa deh alfagift, mantull..."
septiaji icul,5,2025-04-21 01:59:49,Aplikasi yang sangat membantu untuk berbelanja dan dapat melihat update promo yg sedang dan akan berjalan
Dicky Pangestu,5,2025-04-21 01:58:35,Aplikasi Pembelajaran yang terlengkap memudahkan konsumen loyal alfamart bisa delivery dan pick up sudah link dengan membernya banyak keuntungan dan simple mudah serta pastinya lebih bermanfaat 🏅
Azhar Pramugii,5,2025-04-21 01:57:41,"Waw aplikasi keren, sangat memudahkan untuk berbelanja online. Semua produk tersedia dan pastinya di antar sampai ke depan rumah tanpa ongkir. Thx alfagif"
Tiara Rahmasari putri,5,2025-04-21 01:53:05,"aplikasi yang dapat Menghemat uang Membantu menghindari pembelian impulsif, Membantu menghemat waktu dan tenaga, Membantu mendapatkan harga yang lebih murah dan dapat promo yang berlangsung stiap minggunya plusnya dapat cashback setiap pembelanjaan yang memenuhi persyaratan"
M. Ramdani,5,2025-04-21 01:52:32,Aku kasih bintang 5 ni soalnya pengirimannya cepet banget Barangnya juga lengkap dan banyak promonya ada Promo JSM PROMO GANTUNG masih banyak lagi. jadi makin happy belanja di alfaghift gratis ongkir juga pastinya.. Mantap deh..
Karang asem Timur,5,2025-04-21 01:51:58,"pengiriman cepat , pembayaran mudah dan banyak opsi nya , kurirnya ramah ramah , membantu dimana pun dan kapan pun"
Nurlita Syabaniah,5,2025-04-21 01:48:36,"untuk belanja online pengiriman cepat, aplikasi terbaik untuk kaum rebahan"
Cep Deni,5,2025-04-21 01:47:13,"aplikasi yg banyak manfaat nya, mudah di gunakan banyak diskon gratis ongkir pula setiap pembelanjaan."
Arda Sakib06,5,2025-04-21 01:47:13,"aplikasi alfagift sangat bagus, membantu untuk berbelanja dmna pun dan kapanpun,banyak promo""dan pasti nya gratis ongkir"
Shetea Fathonah,5,2025-04-21 01:44:46,"Belanja satset tanpa antri, Pengiriman cepat, personil ramah, belanja lebih praktis dan produk lengkap berkualitas"
Ami Nuddin,5,2025-04-21 01:44:13,Aplikasi terrrrrbaik mempermudah belanja online. tinggal klik klik dan tunggu dirumah hingga pesanan sampai kerumah
Muhammad Gilang Maulidhan,5,2025-04-21 01:42:06,"aplikasinya bagus,belanja jadi lebih mudah dan banyak promonya,bisa diantar sampai rumah dan gratis ongkir juga👍🏻👍🏻👍🏻"
Ai Rodiah,5,2025-04-21 01:41:42,"aku kasih 5 bintang Aplikasi yg bagus sekali memudahkan segala nya🥰🥰🥰 untuk berbelanja,dg harga terupdte,berbagai promosi pokoknya sangat menyenangkan"
Yona Anggina,5,2025-04-21 01:41:06,Sangat membantu untuk mencari segala kebutuhan² sehari² dan mudah untuk pesan online yang sangat praktis jd ga perlu dtg ke toko langsung👍
dewi ratnasari,5,2025-04-21 01:40:29,"keren ni alfagift memudahkan tim mager kaya saya.. tinggal klik klik dianter sampe depan rumah, pengiriman cepat.(dewiratnasari)"
Mardiyana Dian,5,2025-04-21 01:38:26,"Aplikasi yg sngt membantu untuk belanja tanpa keluar rumah, pengirimannya jg cepat dan gratis ongkir... Mantappp"
fatiha firdaus,5,2025-04-21 01:37:35,"Mudah sekali belanja lewat alfagift. Tinggal klik belanjaan yg diinginkan, tunggu pesanan nya di anter mas alpa"
suci anggraini,5,2025-04-21 01:36:48,"Belanja lebih praktis karna di antar sampai rumah, barang lengkap dan banyak promonya. thanks alfagift👍🏻"
galuh damayanti26,5,2025-04-21 01:35:03,"aku kasi bintang lima karna aplikasinya bgus bgt gapernah ngelag, mau pesan belanjaan juga mudah, pengantaran cepat."
Ahmad Ruslan,5,2025-04-21 01:32:57,"barang nya lengkap, banyak promo nya, harganya terjangkau dan pengiriman nya satset, sangat recommended pokoknya"
Bobby Rachmadi As,5,2025-04-21 01:32:30,"Aplikasi yang sangat membantu konsumen yang ingin berbelanja di toko, nyari apa aja ada, bisa di Delivery bisa juga di pick up sesuai keinginan, bestt🔥"
Yantiagustina,5,2025-04-21 01:28:45,"aplikasi mantap, sangat memudahkan belanja online. semua produk tersedia dan di antar sampai kedepan rumah. terimakasih alfagift"
Muhamad Kurniawan,5,2025-04-21 01:26:27,aplikasinya mantap banyak promo harga bervariasi barang pun lengkap dan di antar sampai ke rumah tanpa ongkir josss👍
Miftah Ardiani Putri,5,2025-04-21 01:25:56,"Aplikasi terbaik!!! Belanja mudah pengiriman cepat, Gratis ongkir. thks alfagift"
Dimas,5,2025-04-21 01:24:31,"Aplikasi mantap, sangat memudahkan kita untuk belanja dari rumah tanpa perlu pergi ke gerai alfamart, fitur fiturnya mudah di pahami, dan mudah di gunakan."
Irpan Purnama,5,2025-04-21 01:22:38,"Aplikasi nya good keren ,bisa belanja online di ambil di toko atau di antarkan sampai rumah gratis ongkir lagi,barangnya lengkap serta banyak promonya pokonya alfagift ajalah👍"
Putri Fatikasari,5,2025-04-21 01:21:46,"aku kasih bintang 5 karna pengirimannya cepat, barang juga lengkap udah gitu banyak banget promonya, happy banget deh belanja di alfagift"
Fajar Kurniawan,5,2025-04-21 01:21:31,"aplikasi keren, konsumen tidak perlu datang langsung ke toko untuk berbelanja barang yg diperlukan, cukup pesan dirumah barang pun diantar. tks alfagift"
irfan rifai,5,2025-04-21 01:21:25,"Belanja simple dari rumah, sambil solonjoran saat mager. Pokoknya enak bingitzzz"
Pebriani Luzna,5,2025-04-21 01:17:07,aplikasi alfagift sangat membantu sekali untuk kaum rebahan kalau ingin belanja online tinggal pesan di alfa gift dan di antar sampai rumah. mantapp 😊
Fadhan Putra,5,2025-04-21 01:15:16,"aplikasi mantap, sangat memudahkan untuk berbelanja online, semua produk tersedia dan di antar sampai ke depan rumah tanpa biaya ongkir. tks alfagift 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥"
Alfi Padjriansyah,5,2025-04-21 01:14:44,"luar biasaaaa,the best in the world ,pengiriman sangat amat cepattt,aplikasi bagussss,kurirnya ramah² dan wangi ,kerennn"
Deden Somantri,5,2025-04-21 01:12:23,"aplikasi mantap, sangat memudahkan untuk berbelanja online, semua produk tersedia dan di antar sampai ke depan rumah tanpa biaya ongkir. tks alfagift"
Ari Pratama,5,2025-04-21 01:11:57,"Belanja di alfagift jadi lebih mudah. banyak promo, tersedia semua disini, pengiriman cepat siap antar sampai depan rumah. Terima kasih alfagift"
Ahmad Fauzi,5,2025-04-21 01:11:21,"Pengiriman cepat, promo nya juga lengkap dan personilnya ramah dan pembayaran nya pun mudah"
abdul rohman,5,2025-04-21 01:09:11,"Aplikasi yang sangat membatu dan banyak keuntungan,apalagi melihat promo lebih mudah dan bisa belanja online dengan cepat dan gratis ongkir"
Aziz Jeawe,5,2025-04-21 01:07:51,Aplikasinya sangat membantu untuk memilih produk2 yg ingin kita beli. So buruan download aplikasi ini. Banyak kejutan2 menarik lho.... #semuapastidapat
Dewi Sutra Wulansari,5,2025-04-21 01:07:43,Aplikasi ini sangat membantu kalo lg mager belanja ke luar. Mantul pokoknya👍
Agustriyatno88@gmail.com Triyatno,5,2025-04-21 01:07:28,"Ini Aplikasi paling membantu saya untuk penuhi kebutuhan keluarga.. Belanja g ribet, ada diskon juga dan dianter sampe rumah gratis ongkir"
Zaini Warni,5,2025-04-21 01:04:11,"selalu beli keperluan rumah lewat alfagift,bisa pilih2 barang sambil rebahan,pengiriman cepat,gratis ongkir pula,emang paling the best alfagift👏"
Indri Nurhasanah,5,2025-04-21 01:03:37,"Sangat Membantu untuk memenuhi kebutuhan sehari hari, apalagi bisa antar sampai depan rumah, no ongkir no ribet pokonya, terimakasih Alfamart"
Damianti Septiani,5,2025-04-21 00:57:30,"Terimakasih alfamart, karena adanya aplikasi alfagift jadi memudahkan saya untuk bisa belanja kapanpun"
Hadid Hamdalah Islami Amd,5,2025-04-21 00:57:21,"aplikasi yang sangat bagus, mudah digunakan, mudah mencari kebutuhan pokok rumah tangga, dan gratis ongkir"
Tita Oktapiana,5,2025-04-21 00:50:01,"Aplikasi ter user friendly, Sangat-sangat memudahkan dalam belanja apapun n kapanpun.. Terimakasih Alfagift the best 😍"
DM azim MRa aimar,5,2025-04-20 14:13:10,"sangat mudah di gunakan, tapi kalau bisa untuk menu vouchernya mungkin bisa diperbaiki, karena susah membadakan mana voucher yang sudah dipakai dan mana yang belum dipakai. kalaubisa langsung pindah ke menu voucher yang sudh terpakai"
Rina Wati,5,2025-04-20 12:37:49,"ku ksih bintang 5 Krn kmrin aku belanja pakai Program #ShoppingJourneyAlfamart dpt hadiah Permen, ku suka bgt pakai Alfagift Krn Mudah dan cepat jg banyak Program harga spesialny tiap bulannya, dan pling aku suka Alfagift ada Cashback , bisa Tembus murah jg, Pokok Alfagift Terlengkap dan Harapan aku, Alfagift makin berkembang sukses dan berjaya, dan makin di banyakin promo dan Cashback ny hehe, Alfagift the best loveyou🤍"
ANGSA,5,2025-04-20 11:48:17,"Sempat terkendala pendaftaran,tapi sudah bisa lagi entah apa masalahnya yang jelas ketika mencoba kembali captcha sudah muncul dan pendaftaran sudah oke. untuk fitur aplikasi dan layanan sebenarnya memang sudah bagus."
Ayunita Idayu Aznitha,4,2025-04-20 09:36:22,"aplikasi cukup mudah digunakan, sekedar saran untuk bagian penilaian pesanan pada aplikasi lebih bagus kalau diberi fitur gambar agar memudahkan untuk memberi kritik & saran."
Desy Lee,1,2025-04-20 02:05:12,skr wajib centang utk pasal2 terkait data pribadi.. sejak ini saya unistal aplikasinya. saya sangat tidak bersedia data saya (khususnya no tlp) jd objek promosi pihak ketiga. misal spt pasal F9 dan F10. saya tidak bersedia.
Vicky,4,2025-04-20 01:01:03,"Sudah sering belanja dan pakai delivery service. Ngga pernah ada masalah. Habis update. Mau belanja, tiba2 apps bilang alamat tidak tercover.. parah"
Ria Mamah yurifatih,5,2025-04-20 00:49:19,"Aku kasih bintang 5 🌟🌟🌟🌟🌟 untuk aplikasi Alfagift, karena belanja untung dengan program harga special yang gak bikin kantong jebol karna harga special ,suka banget belanja di aplikasi Alfagift selalu bikin hidup lebih mudah ketika mau beli yang di butuhkan tinggal klik aja di Alfagift , harapanku semoga Alfagift selalu memberikan harga special diskon murah agar pelanggan selalu hepiii dan untung , terimakasih Alfagift 🥰"
Yuli Ana,5,2025-04-19 17:13:40,"Aku kasih bintang 5 untuk aplikasi Alfagift , Karena Belanja Untung dengan program Tebus murah, harga spesial, Cashback di Alfagift Pengalamanku belanja di Alfagift, Aku tidak sengaja lihat live vitamin anak di Alfagift dg Diskon 50%, ekspayet masih lama bgt 1 tahun lebih lah, langsung saja aku co,dapat dong dg harga murah terus ditambah potong koin Shopee,diantarkan gratis lagi belinya cuman 1,tambah murah bgt🥰, trimakasih Alfagift semoga tambah sukses dan rame teruss,"
Suneo,5,2025-04-19 13:05:21,"Ini Ulasan Kedua Dah Bagus Ini Apknya Gaada Bug Tapi Lebih Bagus Lagi Kalau Bisa Sistem COD Gaada Minimalnya Soalnya Kalau Cod Minimal 50k Jadi Bingung Mau Beli Apa Lagi Ya Contoh Cuma Pengen Yakult,Kanzler sama sarden itu aja cuma 30k Jadi Gabisa Kalau COD Kasihan juga nanti yang gapunya saldo,, untuk pengiriman cepet banget anjir ga ada 5 menit dah nyampe ya soalnya Alfamart di tempatku deket sih 15 menit jalan kaki🤣"
Lucky Pratama999,5,2025-04-19 12:55:18,"sempet ragu karena ada ulasan yg kurang menarik. saya baru pertama nyoba dan ini baik baik saja. d luar ekspektasi, kirain bakal lama karena estimasi nya 60menit. ternyata cuma 34menit dh nyampe rumah. mana lagi ujan, si abang kurir ny gercep dan gamau dulu di ajak ngopi, padahal saya lagi ngopi di teras. tetap jaga konsistensi utk alfagift"
Fitri Naomi,5,2025-04-19 11:46:30,"Bintang 5 deh buat alfagift, pesannya mudah,harga terjangkau, pengiriman cepat pokoknya the best deh. Pernah belanja pke apk alfagift produk nya lengkap dan juga ada serba gratis atau tebus murah, pernah juga dapet hadiah gratis nya makin banyak belanja makin banyak juga poin nya yg didapat. Semoga kedepannya alfagift bisa makin sukses lagi, promo nya d gencarin lagi biar lebih semangat yg belanja nya"
Hamsyah Permana2705,1,2025-04-19 08:09:42,"saya sangat kecewa dngan cara kinerjanya saya dpat cancel dari pihak alfagifnya dngan alasan maintenance ,dan mngajukan pengembalian dana , dan sampe saat ini saya belum menerima kembali saldo yang sudah terpotong , dengan kinerja yang lambat dan pengembalian dana yang sangat lama ,tdak sperti merchant² lain apa seburuk ini pelayanan Alfamart ? saya kapok berbelanja online di apk alfagif dan mohon segera refund uang saya yg sudah terpotong terimakasih"
Khai Runnisa,5,2025-04-19 05:00:17,"suka banget sama alfagift sgt² membantu buat aku yg mageran keluar rumah, nganter nya juga cepat banget, karyawanya juga ramah² .. banyak promo menarik dan poinya.. pokonya untung deh 🥰🥰"
Indah Diansyah,5,2025-04-19 04:10:02,"Kalau bisa lebih mau kasih Bintang 10+ karena alfagift sangat memudahkan dalam berbelanja,banyak promo menarik,Kebetulan ada Promo JSM jadi gak perlu ribet keluar rumah,saat kebutuhan habis untung ada Alfagift tinggal klik barang langsung diantar di depan rumah, Kapan lagi belanja bisa tebus murah sampai 1 Rp Alfagift membuat wanita tidak bercerita tapi tiap hari diapeli kurir Alfa Semoga selalu memberikan pelayanan terbaik untuk konsumen,selalu menyediakan barang berkualitas dg harga terjangkau"
Arjunamarunine 09,5,2025-04-19 03:30:32,"(UPDATE: Terimakasih untuk pihak Alfamart karna mendengarkan keluhan sy. voucher sy sudah di reser dan dapat di gunakan kembali) saya pakai voucher 50k buat check out tapi pesanan di batalkan, voucher nya jadi tidak bisa di gunakan lagi karna statusnya sudah digunakan padahal pesanan saya sendiri di batalkan. sebelumnya juga pernah kejadian check out pakai voucher dan di batalkan gak lebih dari 1 jam voucher sudah dapat digunakan kembali sekarang udah hampir 48 jam terus aja disuruh nunggu."
Tjieara Eiliyah,5,2025-04-18 23:35:36,"makasih banget buat Alfagift. aplikasinya membantu banget buat aku sebagai ibu yang punya bocil dan ngak punya motor lagi . Barang yang tersedia lengkap . Mulai dari kebutuhan bayi , skincare dan lainya. mereknya pun beragam. Sekarang beli kebutuhan apapun jadi mudah. tinggal klik ngak nunggu lama langsung dateng. ngak perlu nunggu suami pulang. pembayarannya pun mudah bisa cod. udah gratis ongkir dan dapet banyak voucher pula. Kemaren dapet voucher chasback 10 rb lumayan banget."
Ridwan Zaelani,3,2025-04-18 14:59:44,"Ada sedikit kekurangan, yaitu ulasan tidak bisa dirubah. Saya pernah keliru dalam memberikan ulasan dan tidak menemukan fitur untuk mengubahnya."
Daa Azzaky,5,2025-04-18 14:55:15,"Aku ksh bintang 5 dan 2 jempol utk Alfagift,,applikasi keren,,praktis,,pengiriman cepat,,karyawannya ramah,,pembayaran mudah,,banyak promo,,lengkap..terbaik pokoknya deh 👍😊"
darmawan ragil nur,5,2025-04-18 14:35:21,"dengan adanya alfagift sekarang belanja semakin mudah..pengirimanny pun cepat,tidak sampai 1 jam sudah sampai depan rumah..pegawai pun ramah,sopan,rapi,full senyum..tapi tetap safety di jalan ya kk..terimakasih para pegawai atas dedikasi nya"
Hamdiyah Hamdiyah,5,2025-04-18 14:16:18,kalo ada bintang 10 aku kasih deh Buat alfagift 😇 Aku sering belanja Malem males keluar untung ada ALFAGIFT Gak perlu keluar rumah belanja sambil rebahan Dianterin sampe depan pintu 😁 Gratis ongkir Dan pengiriman Satset nyaman dan aman🥰 Bayar pakai Gopay/ovo sering banget dapet Casback dan banyak vocer potongan harga juga 🤑 Tingkatkan Lagi ya Stok yang sering kosong Cepet direstok ya karna aku ga mau kelain hati Cukup Alfagift 🤗
eva amalia,5,2025-04-18 13:48:37,". belanja keperluan anak dan keperluan sehari² nggk perlu ribet keluar rumah, alfagift membantu banget buat aku ibu rumah tangga yang punya toddler dan newborn, belanja tanpa harus keluar rumah. makasih alfamart. sering² kasih voucer buat member yaa min😁"
pinano,5,2025-04-18 12:32:51,Bintang 5 full tanpa paksaan pihak manapun⭐sangat sangat terbantu dengan progam gratis ongkir. Masih diberi keuntungan tebus murah juga. Semoga progam gratis ongkir dan tebus murah selalu ada agar semua bisa merasakan manfaat belanja lewat alfagift🥰
Devi Damiyanti,5,2025-04-18 11:35:04,"Bintang 5+++ Sangat membantu untuk kaum Mageran sepertikuuuu ,Selain banyak Promo ada voucer diskon juga Belanja Hemat ga ribet dianter Didepan Rumah Matapp ga tuh Trimakasih Alfagift Sangat sangat Membantu🫶"
Lusia Intan Saputri,5,2025-04-18 11:22:33,"aku kasih bintang 5 alfagift kan adengan adanya alfagift sangat membantu ,tidak perlu datang langsung,cukup duduk manis nunggu di rumah belanjaan diantar,dan untuk harga lebih jelas,serta bisa tebus murah lebih dari satu jenis."
